    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      G                   K                   eta                 D                   I                   Yield               EPSPX               EPSPY               EPSPZ               GAMMAXY             GAMMAXZ             GAMMAYZ             Ni                  Sum_Rate            F1_max              F2_max              Rn_max              F0_last             F0_max         
 1910000.0000        1910000.0000       -.47750000000E-01   0.32192436342E-01   0.32192436342E-01    0.0000000000        0.0000000000        0.0000000000       -39.705003557       -9.9999991274       -9.9999991274        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4925887378       -.48764789625        100000000.00        1.0000000000       -.47160943528E-01   0.32107547493E-01   0.32107547493E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.41168593441E-05   0.30958651607E-05   0.40959813086E-04   0.31708439536E-05   0.34481208327E-02   
 2010000.0000        2010000.0000       -.50250000000E-01   0.34173174556E-01   0.34173174556E-01    0.0000000000        0.0000000000        0.0000000000       -39.823757473       -9.9999991251       -9.9999991251        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4955810440       -.49263507341        100000000.00        1.0000000000       -.49658956369E-01   0.34088287495E-01   0.34088287495E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.68853658917E-05   0.63046565408E-05   0.30848522003E-04   0.60260124357E-06   0.26016634890E-02   
 2110000.0000        2110000.0000       -.52750000000E-01   0.36162079317E-01   0.36162079317E-01    0.0000000000        0.0000000000        0.0000000000       -39.910266243       -9.9999991237       -9.9999991237        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4977533837       -.49625563945        100000000.00        1.0000000000       -.52157506008E-01   0.36077192837E-01   0.36077192837E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.21226042790E-06   0.49399255175E-06   0.21551308687E-04   0.29129607526E-06   0.18183199055E-02   
 2210000.0000        2210000.0000       -.55250000000E-01   0.38156785982E-01   0.38156785982E-01    0.0000000000        0.0000000000        0.0000000000       -39.966708982       -9.9999991224       -9.9999991224        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4991673503       -.49861225032        100000000.00        1.0000000000       -.54656558919E-01   0.38071899913E-01   0.38071899913E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.78836620787E-07   0.17902924299E-06   0.12998203981E-04   0.16697612182E-08   0.10891906738E-02   
 2310000.0000        2310000.0000       -.57750000000E-01   0.40155091970E-01   0.40155091970E-01    0.0000000000        0.0000000000        0.0000000000       -39.995294492       -9.9999991225       -9.9999991225        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4998824408       -.49980406806        100000000.00        1.0000000000       -.57156078550E-01   0.40070205735E-01   0.40070205735E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.59322985635E-06   0.60738074126E-06   0.51593031734E-05   0.14395720171E-07   0.41729204681E-03   
 2410000.0000        2410000.0000       -.60250000000E-01   0.42154958671E-01   0.42154958671E-01    0.0000000000        0.0000000000        0.0000000000       -39.998229321       -9.9999991227       -9.9999991227        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4999558195       -.49992636578        100000000.00        1.0000000000       -.59656029154E-01   0.42070072365E-01   0.42070072365E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.16498676914E-06   0.16881236675E-06   0.21103718368E-05   0.11506939757E-06   0.19957096681E-03   
 2510000.0000        2510000.0000       -.62750000000E-01   0.44154511034E-01   0.44154511034E-01    0.0000000000        0.0000000000        0.0000000000       -39.977690081       -9.9999991228       -9.9999991228        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4994421323       -.49907022049        100000000.00        1.0000000000       -.62156374418E-01   0.44069624920E-01   0.44069624920E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.81399398475E-05   0.55568036181E-05   0.86283260755E-05   0.14514266411E-06   0.75985550571E-03   
 2610000.0000        2610000.0000       -.65250000000E-01   0.46152035143E-01   0.46152035143E-01    0.0000000000        0.0000000000        0.0000000000       -39.935800360       -9.9999991230       -9.9999991230        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4983933776       -.49732229584        100000000.00        1.0000000000       -.64657077897E-01   0.46067149097E-01   0.46067149097E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.10094382219E-06   0.24362370610E-06   0.14643213949E-04   0.14854793307E-06   0.12739410861E-02   
 2710000.0000        2710000.0000       -.67750000000E-01   0.48145974106E-01   0.48145974106E-01    0.0000000000        0.0000000000        0.0000000000       -39.874611924       -9.9999991214       -9.9999991214        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4968588214       -.49476470234        100000000.00        1.0000000000       -.67158104298E-01   0.48061087768E-01   0.48061087768E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.41286455108E-05   0.38648990923E-05   0.20112073555E-04   0.51943230801E-05   0.17382354809E-02   
 2810000.0000        2810000.0000       -.70250000000E-01   0.50134922596E-01   0.50134922596E-01    0.0000000000        0.0000000000        0.0000000000       -39.796090068       -9.9999991194       -9.9999991194        0.0000000000        0.0000000000        0.0000000000        18600.000000        24800.000000        1.4948849561       -.49147492667        100000000.00        1.0000000000       -.69659419883E-01   0.50050035568E-01   0.50050035568E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       0.29349466857E-06   0.69760281107E-06   0.25067373802E-04   0.42196584360E-06   0.21515378148E-02   
